Crop,District,Area (Acres),Production (M.Ton),Year,Temperature at 2 Meters Range (C),Precipitation Corrected (mm),Root Zone Soil Wetness (surface to 100 cm below),Surface Soil Wetness (surface to 5 cm below),relative_humidity_2m(%),soil_temperature_0_to_7cm(C),soil_moiture_7_to_28cm(m³/m³),soil_moisture_0_to_7cm(m³/m³),total_rain_mm
Onion,Gopalganj,508.96,1107.19,2023,31.94,6.63,0.74,0.71,77.52143,26.74038,0.290965,0.288893,1893.4
Onion,Gopalganj,5032.5,13010.57,2024,32.78,7.79,0.76,0.74,78.31952,26.59652,0.299475,0.301223,1961.2
Onion,Kishoreganj,1281,3844,2014,33.77,5.36,0.63,0.62,77.42407,26.33869,0.281967,0.278128,1778.6
Onion,Kishoreganj,1294,4015,2015,28.4,6.36,0.68,0.67,80.04643,25.86734,0.307952,0.309708,2807.4
Onion,Kishoreganj,1278,3995,2016,31.05,8.29,0.74,0.73,80.16968,26.31654,0.318457,0.315725,2527.8
Onion,Kishoreganj,1282,4031,2017,27.92,14.35,0.83,0.81,81.52007,25.81171,0.335854,0.332466,3503.2
Onion,Kishoreganj,1299,4048,2018,28.46,8.78,0.77,0.77,79.46073,25.55666,0.311076,0.309837,1860.2
Onion,Kishoreganj,1266,3868,2019,31.24,10.15,0.75,0.74,79.82592,25.74118,0.31781,0.3147,1838.1
Onion,Kishoreganj,1265,3996,2020,30.08,9.86,0.79,0.78,80.93855,25.355,0.315638,0.311693,2255.1
Onion,Kishoreganj,4917.27,36942.55,2021,32.83,7.48,0.73,0.73,78.42933,25.90741,0.297277,0.292971,1781.2
Onion,Kishoreganj,4806.72,35592.06,2022,31.33,7.95,0.74,0.73,79.04851,25.69242,0.314617,0.311691,2263.9
Onion,Kishoreganj,4860.72,35982,2023,31.09,8.14,0.72,0.72,77.79179,26.06173,0.307084,0.300416,2291.7
Onion,Kishoreganj,1362.31,4892.57,2024,30.98,9.95,0.76,0.75,78.58886,25.93063,0.309971,0.30525,2098.9
Onion,Madaripur,3723,13974,2014,35.94,4.06,0.66,0.61,76.76629,26.90089,0.266013,0.26129,1255.6
Onion,Madaripur,5310,23534,2015,31.81,5.86,0.68,0.64,78.92744,26.48605,0.294484,0.29298,2068.7
Onion,Madaripur,9214,4297,2016,33.43,8.61,0.75,0.71,79.85825,26.92013,0.302616,0.297904,1862.7
Onion,Madaripur,9606,51830,2017,30.57,12.07,0.82,0.79,80.69746,26.25037,0.324958,0.317101,2503.2
Onion,Madaripur,9631,52262,2018,31.51,6.94,0.76,0.74,79.36549,25.84964,0.306699,0.299004,1646.2
Onion,Madaripur,8519,45940,2019,33.75,8.54,0.76,0.72,79.75929,26.12253,0.303805,0.294923,1495.1
Onion,Madaripur,8997,29889,2020,32.27,8.22,0.84,0.81,80.81552,25.73518,0.310719,0.302836,2063.9
Onion,Madaripur,8838.8,36391.26,2021,34.99,6.29,0.75,0.71,78.33607,26.43853,0.293436,0.283246,1965.7
Onion,Madaripur,8657.5,35427.1,2022,34.23,5.61,0.75,0.73,77.54981,26.48017,0.27606,0.274201,1592.5
Onion,Madaripur,8602,35189,2023,31.94,6.63,0.74,0.71,77.48228,26.77319,0.281484,0.279796,1938.2
Onion,Madaripur,10117,45807.51,2024,32.25,7.79,0.76,0.74,79.25155,26.35595,0.306983,0.307126,2088.6
Onion,Manikganj,18350,43985,2014,35.21,4.15,0.63,0.6,77.95299,26.55393,0.282427,0.277325,1260.9
Onion,Manikganj,16425,43187,2015,31.21,5.09,0.66,0.63,79.89569,26.21739,0.308882,0.306662,2355.8
Onion,Manikganj,18066,48146,2016,32.68,6.19,0.71,0.69,80.54194,26.58352,0.318994,0.315043,1890.2
Onion,Manikganj,17808,48103,2017,30.32,11.01,0.81,0.79,82.11224,26.31595,0.34573,0.337721,3132.2
Onion,Manikganj,18115,48014,2018,29.65,6.66,0.77,0.75,80.64903,25.95729,0.32591,0.322605,1761.1
Onion,Manikganj,17835,47039,2019,34.17,7.68,0.74,0.72,81.0674,26.09362,0.331305,0.321644,1543.7
Onion,Manikganj,18131,59189,2020,30.26,7.63,0.81,0.79,81.39465,25.89927,0.3266,0.319848,2023.8
Onion,Manikganj,18255.65,61078.47,2021,32.8,6.2,0.75,0.73,79.9435,26.21689,0.323819,0.314059,1691.5
Onion,Manikganj,5972.1,31057.5,2022,33.28,5.6,0.73,0.72,79.98566,26.23143,0.32574,0.319557,1723.5
Onion,Manikganj,5906.15,30725.2,2023,31.92,6.56,0.72,0.71,79.07085,26.50978,0.321531,0.313672,1927.7
Onion,Manikganj,16883.51,63766.84,2024,30.6,7.49,0.76,0.74,79.97549,26.33475,0.333867,0.330553,2147.5
Onion,Munshiganj,549,995,2014,33.73,4.61,0.62,0.6,77.85873,26.68153,0.269154,0.262903,1225.1
Onion,Munshiganj,332,645,2015,28.42,6.14,0.66,0.64,79.83653,26.32274,0.298213,0.294828,2015.3
Onion,Munshiganj,507,938,2016,30.42,7.91,0.72,0.71,80.61337,26.7457,0.304976,0.300909,1822.9
Onion,Munshiganj,526,953,2017,26.93,13.38,0.83,0.82,80.608,26.50405,0.338054,0.307029,2757.6
Onion,Munshiganj,542,981,2018,28.39,7.63,0.76,0.75,78.78845,26.29137,0.305013,0.26954,1699.4
Onion,Munshiganj,544,999,2019,30.98,8.18,0.73,0.71,79.57893,26.37273,0.313149,0.276293,1506.6
Onion,Munshiganj,561,992,2020,28.58,7.96,0.79,0.79,79.72283,26.14808,0.316479,0.28225,2031.6
Onion,Munshiganj,482,1415.96,2021,31.7,6.32,0.72,0.71,77.17244,26.97996,0.301274,0.264306,1809
Onion,Munshiganj,489.6,1513.19,2022,30.76,5.84,0.71,0.72,78.31377,26.5289,0.301062,0.268563,1679.5
Onion,Munshiganj,484.3,1643.27,2023,29.6,6.94,0.72,0.71,77.73003,26.91054,0.294596,0.256612,1839.8
Onion,Munshiganj,483.67,1611.19,2024,28.98,8.34,0.75,0.75,77.5292,26.88167,0.289303,0.256876,1957.3
Onion,Narayanganj,228,2987,2014,33.73,4.61,0.62,0.6,78.105,26.80878,0.279578,0.275848,1249.2
Onion,Narayanganj,618,1413,2015,28.42,6.14,0.66,0.64,79.94585,26.47248,0.307889,0.306554,2200.9
Onion,Narayanganj,652,1373,2016,30.42,7.91,0.72,0.71,80.84261,26.86195,0.314695,0.312209,1927.4
Onion,Narayanganj,655,1410,2017,26.93,13.38,0.83,0.82,80.91587,26.27517,0.342765,0.333755,2688.2
Onion,Narayanganj,644,1387,2018,28.39,7.63,0.76,0.75,79.41563,25.99396,0.309174,0.305515,1669
Onion,Narayanganj,652,1407,2019,30.98,8.18,0.73,0.71,80.09223,26.13184,0.311219,0.307016,1624.7
Onion,Narayanganj,644,1389,2020,28.58,7.96,0.79,0.79,79.67081,26.00878,0.308441,0.305647,2046.3
Onion,Narayanganj,648.96,3064.53,2021,31.7,6.32,0.72,0.71,77.75756,26.58319,0.303426,0.297201,1827.1
Onion,Narayanganj,634.84,3174.88,2022,30.76,5.84,0.71,0.72,78.43134,26.37378,0.297947,0.296873,1686.7
Onion,Narayanganj,633.88,1373.43,2023,29.6,6.94,0.72,0.71,78.06817,26.6015,0.290794,0.288571,2016.6
Onion,Narayanganj,642.92,1398.72,2024,29.43,8.34,0.75,0.75,78.28368,26.50815,0.278461,0.276598,2217.4
Onion,Narsingdi,399,739,2014,34.55,4.65,0.61,0.6,77.6406,26.65095,0.279102,0.274096,1403.7
Onion,Narsingdi,396,749,2015,28.44,5.85,0.66,0.65,79.66238,26.29974,0.306434,0.304522,2567.5
Onion,Narsingdi,383,702,2016,31.36,6.93,0.71,0.71,80.26242,26.70358,0.313761,0.311191,2045
Onion,Narsingdi,375,661,2017,28.09,12.61,0.82,0.81,80.78915,26.08082,0.336588,0.330015,3220.6
Onion,Narsingdi,338,601,2018,28.91,7.38,0.75,0.75,78.89921,25.83042,0.3069,0.307136,1783.2
Onion,Narsingdi,330,598,2019,32.13,8.19,0.73,0.72,79.47905,25.98168,0.313502,0.307917,1558.1
Onion,Narsingdi,326,872,2020,30.23,7.81,0.77,0.77,80.09693,25.65578,0.315395,0.310734,2007.3
Onion,Narsingdi,814.36,854.48,2021,32.64,6.35,0.72,0.71,78.15628,26.09662,0.304755,0.298203,1757.3
Onion,Narsingdi,324.35,642.31,2022,31.99,6.18,0.71,0.71,78.43948,26.13562,0.306122,0.306367,1750.7
Onion,Narsingdi,332.31,658.8,2023,30.51,6.95,0.71,0.7,76.90818,26.56281,0.293707,0.28989,2010.7
Onion,Narsingdi,330.32,645.76,2024,30.12,8.32,0.75,0.74,78.53903,26.15488,0.311921,0.311014,2075.4
Onion,Rajbari,44100,158430,2014,36.1,3.67,0.64,0.6,75.65668,26.66591,0.274856,0.240525,1245.3
Onion,Rajbari,49625,184950,2015,33.08,4.53,0.66,0.63,78.55459,26.30315,0.298818,0.278839,2045.5
Onion,Rajbari,53325,227368,2016,34.12,5.53,0.69,0.67,78.65995,26.75868,0.307093,0.283987,1722.3
Onion,Rajbari,64638,169417,2017,33.22,8.41,0.78,0.76,79.81086,26.28078,0.328928,0.327148,2520.8
Onion,Rajbari,65800,221339,2018,30.83,5.45,0.75,0.73,77.8063,25.90182,0.316298,0.31016,1587.2
Onion,Rajbari,53976,182485,2019,36.67,6.75,0.74,0.7,78.7466,26.07521,0.31758,0.313397,1480.8
Onion,Rajbari,66816,251861,2020,31.29,6.91,0.81,0.79,79.58064,25.67559,0.31589,0.309426,2057.2
Onion,Rajbari,67515,277033,2021,34.54,5.75,0.75,0.72,77.63754,26.21762,0.309755,0.301834,2003.4
Onion,Rajbari,70577,330006.1,2022,34.51,4.68,0.71,0.7,79.05762,25.96313,0.325673,0.319315,1658.9
Onion,Rajbari,70120,366498,2023,34.21,5.61,0.7,0.69,77.285,26.37822,0.298922,0.290739,1872.7
Onion,Rajbari,78012,453662.5,2024,34.11,6.53,0.75,0.72,77.60561,26.32007,0.301897,0.291344,1710.9
Onion,Shariatpur,6289,19930,2014,33.73,4.61,0.62,0.6,77.76589,27.17961,0.27045,0.259397,1255.6
Onion,Shariatpur,6176,19880,2015,28.42,6.14,0.66,0.64,79.68115,26.74882,0.299586,0.292293,2068.7
Onion,Shariatpur,6180,19488,2016,30.42,7.91,0.72,0.71,80.75237,27.13876,0.308513,0.29714,1862.7
Onion,Shariatpur,6141,23576,2017,26.93,13.38,0.83,0.82,81.03662,26.46144,0.323743,0.319292,2643.6
Onion,Shariatpur,6072,23251,2018,28.39,7.63,0.76,0.75,79.67245,26.0982,0.300272,0.300513,1862.5
Onion,Shariatpur,6014,24127,2019,30.98,8.18,0.73,0.71,80.34644,26.22305,0.308128,0.304415,1485.5
Onion,Shariatpur,6090,24500,2020,28.58,7.96,0.79,0.79,80.92068,25.97117,0.309539,0.307709,2175
Onion,Shariatpur,652,2786.99,2021,31.7,6.32,0.72,0.71,78.47323,26.56621,0.293677,0.289935,2007.6
Onion,Shariatpur,648,2730.8,2022,30.76,5.84,0.71,0.72,77.65021,26.76187,0.263712,0.271581,1597.1
Onion,Shariatpur,648,3179,2023,29.6,6.94,0.72,0.71,77.50428,26.9955,0.27797,0.282023,1720.2
Onion,Shariatpur,6993,30620,2024,29.38,8.34,0.75,0.75,78.38595,26.66752,0.281935,0.288901,2124.7
Onion,Tangail,1974,4023,2014,35.21,4.15,0.63,0.6,76.18012,26.53864,0.26528,0.260307,1386.5
Onion,Tangail,1970,4020,2015,31.21,5.09,0.66,0.63,78.96102,26.20027,0.293851,0.293834,2080.1
Onion,Tangail,1652,4013,2016,32.68,6.19,0.71,0.69,78.82384,26.70295,0.295513,0.292903,1774.3
Onion,Tangail,2006,4177,2017,30.32,11.01,0.81,0.79,79.94451,26.2006,0.327843,0.326705,2997
Onion,Tangail,1996,4143,2018,29.65,6.66,0.77,0.75,77.50151,25.92254,0.297055,0.297662,1561.5
Onion,Tangail,2022,4170,2019,34.17,7.68,0.74,0.72,77.76759,26.23777,0.306182,0.302173,1528.2
Onion,Tangail,2032,4240,2020,30.26,7.63,0.81,0.79,79.56779,25.59135,0.314341,0.310604,2069.3
Onion,Tangail,2045.85,4265.43,2021,32.8,6.2,0.75,0.73,76.54216,26.20403,0.299121,0.294304,1742.3
Onion,Tangail,2048.56,4608.12,2022,33.28,5.6,0.73,0.72,78.56447,26.01246,0.31425,0.310884,1891.9
Onion,Tangail,2056.48,4627.44,2023,31.92,6.56,0.72,0.71,76.26765,26.4662,0.293047,0.289627,1561.5
Onion,Tangail,2060.54,4651.04,2024,31.76,7.49,0.76,0.74,77.18861,26.26032,0.305667,0.303428,1710.5
Onion,Bagerhat,318,602,2014,35.17,4.42,0.71,0.64,76.15463,27.2592,0.27427,0.269631,1329.6
Onion,Bagerhat,322,677,2015,30.86,7.06,0.72,0.67,78.84979,26.784,0.297325,0.301118,1948.2
Onion,Bagerhat,333,717,2016,32.54,10.6,0.79,0.73,79.68418,27.33211,0.302908,0.299993,1900.5
Onion,Bagerhat,346,755,2017,29.69,13.81,0.84,0.81,79.95852,26.88088,0.299085,0.301382,2624.3
Onion,Bagerhat,345,752,2018,31.04,8.68,0.79,0.76,79.54861,26.24811,0.303181,0.299037,1971.5
Onion,Bagerhat,310,664,2019,31.2,11.4,0.8,0.76,79.76657,26.53149,0.298487,0.291149,1535
Onion,Bagerhat,322,714,2020,30.67,9.37,0.85,0.82,81.47284,25.93739,0.313883,0.310309,2132.8
Onion,Bagerhat,328.86,741.39,2021,34.17,7.28,0.77,0.71,79.49843,26.58638,0.299687,0.294258,2180.7
Onion,Bagerhat,340,838,2022,32.91,6.36,0.78,0.74,77.75212,26.71391,0.280651,0.282099,1988.1
Onion,Bagerhat,358,757.86,2023,31.71,7.46,0.78,0.73,78.65915,26.89401,0.291344,0.290432,1904.1
Onion,Bagerhat,310.5,706.01,2024,30.89,9.02,0.8,0.76,79.69357,26.63629,0.309266,0.305588,2427.7
Onion,Chuadanga,1576,7557,2014,38.95,3.22,0.64,0.59,75.56953,26.87014,0.266301,0.259788,1245.3
Onion,Chuadanga,1832,10320,2015,35.89,4.37,0.66,0.63,78.1702,26.5563,0.294078,0.292463,2045.5
Onion,Chuadanga,1588,9030,2016,37.2,5.06,0.68,0.64,78.45123,27.00669,0.299199,0.297702,1722.3
Onion,Chuadanga,1564,8765,2017,36.27,6.26,0.74,0.7,79.86498,26.33664,0.322471,0.320705,2532.5
Onion,Chuadanga,1603,9244,2018,34.03,4.14,0.69,0.68,78.09947,25.92747,0.310469,0.304507,1615.3
Onion,Chuadanga,1770,10061,2019,39.04,4.96,0.69,0.66,78.91994,26.13684,0.30996,0.305479,1539.9
Onion,Chuadanga,1669,10379,2020,34.36,5.5,0.77,0.75,79.56539,25.79497,0.309998,0.30418,2052.7
Onion,Chuadanga,1699,9860.38,2021,37.69,5.13,0.74,0.69,77.96224,26.19219,0.311538,0.304503,2120.4
Onion,Chuadanga,1809.5,10275.71,2022,37.58,3.43,0.65,0.63,79.04752,25.9814,0.316658,0.31121,1663.1
Onion,Chuadanga,1820,10810.2,2023,37.19,4.03,0.63,0.61,77.71044,26.3942,0.306336,0.302135,1884.1
Onion,Chuadanga,1841,12072.1,2024,37.18,5.18,0.71,0.67,77.44656,26.50478,0.2986,0.295687,1731.8
Onion,Jashore,3112,12748,2014,37.09,3.52,0.67,0.61,74.88584,27.10549,0.261106,0.256554,1283.7
Onion,Jashore,3160,13082,2015,33.68,5.18,0.7,0.66,77.45488,26.853,0.280613,0.282798,1905.8
Onion,Jashore,3230,13307,2016,35.52,7.23,0.75,0.7,77.48231,27.42244,0.285122,0.286248,1620.1
Onion,Jashore,3248,13475,2017,34.27,9.45,0.8,0.77,79.17548,26.87053,0.312002,0.309992,2453.1
Onion,Jashore,3222,13481,2018,33.05,5.49,0.76,0.73,77.75681,26.26278,0.305583,0.300775,1692.7
Onion,Jashore,3159,13016,2019,36.49,7.2,0.76,0.72,79.34045,26.33454,0.31722,0.309255,1435.2
Onion,Jashore,2796,11549,2020,34.24,7.15,0.83,0.81,79.9809,26.00759,0.311872,0.305579,1833.6
Onion,Jashore,3093,12841.38,2021,37.48,6.11,0.76,0.7,78.77501,26.36347,0.307802,0.302275,2010.4
Onion,Jashore,3126,13056.16,2022,36.36,4.62,0.73,0.71,78.70904,26.33896,0.299983,0.298312,1746.6
Onion,Jashore,3023,12853.03,2023,34.47,5.47,0.73,0.7,77.32114,26.81819,0.290755,0.29025,2001.9
Onion,Jashore,3079,13085,2024,35.06,5.18,0.71,0.67,78.32639,26.50362,0.316909,0.311128,1862.7
Onion,Jhenaidah,13115,50366,2014,36.96,3.5,0.66,0.61,74.64485,26.8139,0.261736,0.248591,1346.7
Onion,Jhenaidah,13021,50982,2015,33.67,4.77,0.68,0.64,77.38578,26.55756,0.282389,0.278292,2129.3
Onion,Jhenaidah,13021,53701,2016,34.96,6.2,0.72,0.69,77.37631,27.08091,0.283611,0.279126,1588.5
Onion,Jhenaidah,16236,84176,2017,34.23,8.71,0.8,0.77,79.37373,26.49614,0.319127,0.313649,2399.6
Onion,Jhenaidah,16078,83520,2018,32.32,5.35,0.75,0.73,77.13663,26.08802,0.30136,0.292522,1577.1
Onion,Jhenaidah,16330,85540,2019,37.05,6.54,0.74,0.71,78.49701,26.29014,0.302574,0.298143,1631.2
Onion,Jhenaidah,18043,95781,2020,32.41,6.88,0.82,0.8,78.99698,25.96096,0.303409,0.296195,1933.9
Onion,Jhenaidah,18557,10147.38,2021,36.57,5.81,0.76,0.72,77.87002,26.28538,0.302887,0.294333,2062.4
Onion,Jhenaidah,19108,12388.75,2022,35.73,4.52,0.72,0.71,78.83479,26.09414,0.301148,0.298012,1657.6
Onion,Jhenaidah,18636,9858.3,2023,34.51,5.41,0.72,0.69,76.09152,26.74063,0.279115,0.274998,1819.6
Onion,Jhenaidah,18400,100829.8,2024,34.88,6.4,0.75,0.73,76.29785,26.73305,0.283852,0.279443,1840.3
Onion,Khulna,333,816,2014,37.09,3.52,0.67,0.61,76.13168,27.28453,0.367878,0.353434,1282.6
Onion,Khulna,368,886,2015,33.68,5.18,0.7,0.66,78.57775,26.87551,0.382364,0.377939,1775.6
Onion,Khulna,318,672,2016,35.52,7.23,0.75,0.7,79.2998,27.41187,0.389412,0.380502,1829.4
Onion,Khulna,336,656,2017,34.27,9.45,0.8,0.77,79.7281,27.08537,0.405649,0.40471,2427.9
Onion,Khulna,336,656,2018,33.05,5.49,0.76,0.73,79.2647,26.47365,0.412641,0.4028,1724
Onion,Khulna,4181,49013,2019,36.49,7.2,0.76,0.72,79.47092,26.76788,0.399847,0.392029,1557.7
Onion,Khulna,3070,20139,2020,34.24,7.15,0.83,0.81,80.42269,26.33966,0.403798,0.401386,2000.9
Onion,Khulna,307.13,981.42,2021,37.48,6.11,0.76,0.7,79.42782,26.73999,0.405285,0.395724,2193.2
Onion,Khulna,289.04,888.24,2022,36.36,4.62,0.73,0.71,78.25637,26.77439,0.388302,0.389563,1686.2
Onion,Khulna,290,897.3,2023,34.47,5.47,0.73,0.7,78.59065,27.02212,0.398362,0.391393,1788.6
Onion,Khulna,278.78,836.97,2024,34.54,6.69,0.76,0.73,79.20265,26.85609,0.404957,0.395318,2121.3
Onion,Kushtia,21572,72605,2014,36.1,3.67,0.64,0.6,74.83152,26.40358,0.268783,0.262933,1477.2
Onion,Kushtia,21714,90562,2015,33.08,4.53,0.66,0.63,78.03124,26.22892,0.290785,0.290281,2126.4
Onion,Kushtia,25376,109645,2016,34.12,5.53,0.69,0.67,77.31947,26.7832,0.291172,0.290532,1579.2
Onion,Kushtia,25726,127547,2017,33.22,8.41,0.78,0.76,79.92413,26.29916,0.318426,0.315374,2399.9
Onion,Kushtia,25389,128084,2018,30.83,5.45,0.75,0.73,77.45856,25.87191,0.303543,0.296479,1410.2
Onion,Kushtia,24987,151477,2019,36.67,6.75,0.74,0.7,78.72038,26.02543,0.311632,0.306166,1440.7
Onion,Kushtia,26101,132536,2020,31.29,6.91,0.81,0.79,79.52313,25.71158,0.305264,0.303389,1986.7
Onion,Kushtia,26182,134234,2021,34.54,5.75,0.75,0.72,77.81663,26.03133,0.300808,0.294106,1756.8
Onion,Kushtia,26845,140098,2022,34.51,4.68,0.71,0.7,79.34634,25.85261,0.309876,0.308182,1573.5
Onion,Kushtia,27270,141877,2023,34.21,5.61,0.7,0.69,76.52176,26.42041,0.287973,0.281631,1602.9
Onion,Kushtia,26497,157712,2024,34.19,6.53,0.75,0.72,76.60694,26.42038,0.290888,0.289035,1596.3
Onion,Magura,8618,28155,2014,37.09,3.52,0.67,0.61,74.45497,26.58359,0.264143,0.256432,1380.7
Onion,Magura,12109,53556,2015,33.68,5.18,0.7,0.66,77.56233,26.42685,0.284672,0.28255,2182.8
Onion,Magura,13656,54327,2016,35.52,7.23,0.75,0.7,76.76978,26.97775,0.285044,0.282869,1378.5
Onion,Magura,13897,55454,2017,34.27,9.45,0.8,0.77,79.60012,26.31586,0.32175,0.317365,2321
Onion,Magura,13939,55612,2018,33.05,5.49,0.76,0.73,77.14442,25.86148,0.30808,0.300801,1481.6
Onion,Magura,8851,38502,2019,36.49,7.2,0.76,0.72,78.70653,25.99511,0.316806,0.31072,1486.4
Onion,Magura,14416,59187,2020,34.24,7.15,0.83,0.81,79.5643,25.62217,0.312754,0.30679,2014.9
Onion,Magura,14946,57080.19,2021,37.48,6.11,0.76,0.7,77.79168,25.96391,0.308667,0.302373,1841.7
Onion,Magura,14565,51887.68,2022,36.36,4.62,0.73,0.71,79.18308,25.84031,0.321489,0.317476,1633.1
Onion,Magura,16044,70969.81,2023,34.47,5.47,0.73,0.7,75.63762,26.58978,0.283465,0.27728,1542.5
Onion,Magura,16076,75132.92,2024,34.24,6.69,0.76,0.73,75.90353,26.5927,0.287394,0.288794,1676.9
Onion,Meherpur,3734,40872,2014,38.48,3.19,0.6,0.57,73.49349,26.86533,0.260905,0.255827,1303.4
Onion,Meherpur,4115,45913,2015,35.6,4.04,0.63,0.6,76.4837,26.75663,0.28101,0.280639,2043.4
Onion,Meherpur,7420,68720,2016,36.72,4.63,0.65,0.63,75.50511,27.34672,0.276384,0.277595,1306.6
Onion,Meherpur,7265,73473,2017,36.09,5.86,0.72,0.7,78.6491,26.41421,0.315001,0.313334,2184.1
Onion,Meherpur,4350,50621,2018,33.7,4.12,0.66,0.66,76.43359,25.87127,0.307173,0.298239,1487.5
Onion,Meherpur,4181,49013,2019,38.86,5.04,0.67,0.65,77.70214,26.0961,0.305521,0.303817,1440.9
Onion,Meherpur,5089,49317,2020,33.39,5.47,0.75,0.74,78.8665,25.60702,0.314126,0.309061,2038.8
Onion,Meherpur,4929,52143.79,2021,36.8,4.77,0.71,0.68,76.22816,26.19716,0.297805,0.29332,1847.3
Onion,Meherpur,4909,56558.12,2022,36.14,3.46,0.61,0.61,78.38218,25.93046,0.304927,0.305201,1647.3
Onion,Meherpur,5017,58208.59,2023,36.93,4.2,0.61,0.6,74.24435,26.77364,0.280946,0.277846,1625.1
Onion,Meherpur,5084,58408.87,2024,37,5.15,0.69,0.67,75.57272,26.50028,0.297907,0.29973,1845
Onion,Narail,1335,4235,2014,37.09,3.52,0.67,0.61,75.56438,27.04392,0.262886,0.259194,1259.6
Onion,Narail,1589,4765,2015,33.68,5.18,0.7,0.66,78.02974,26.73307,0.283135,0.28628,1927
Onion,Narail,1610,4907,2016,35.52,7.23,0.75,0.7,78.21315,27.29842,0.289533,0.290497,1732.5
Onion,Narail,1552,4680,2017,34.27,9.45,0.8,0.77,78.99069,26.70449,0.319244,0.315686,2519.7
Onion,Narail,1341,4367,2018,33.05,5.49,0.76,0.73,77.33572,26.2714,0.306546,0.300258,1608.6
Onion,Narail,1362,4164,2019,36.49,7.2,0.76,0.72,78.13615,26.48132,0.30252,0.297405,1415
Onion,Narail,1269,3849,2020,34.24,7.15,0.83,0.81,79.00987,26.08507,0.305434,0.299262,2019.1
Onion,Narail,1493,4785.1,2021,37.48,6.11,0.76,0.7,77.65624,26.49621,0.301858,0.295358,2057.4
Onion,Narail,1567,5076.21,2022,36.36,4.62,0.73,0.71,77.48778,26.4799,0.292214,0.293084,1726.1
Onion,Narail,1585,5155.1,2023,34.47,5.47,0.73,0.7,76.75444,26.86779,0.28627,0.288277,1837.5
Onion,Narail,1613,5262,2024,33.6,6.69,0.76,0.73,78.32301,26.48626,0.320776,0.317424,1915.7
Onion,Satkhira,1170,3574,2014,35.13,3.67,0.75,0.65,75.77601,27.39984,0.370267,0.356168,1297
Onion,Satkhira,1014,3319,2015,32.06,5.67,0.76,0.7,78.60522,26.99007,0.386019,0.382087,1785.1
Onion,Satkhira,1078,3501,2016,34.41,8.27,0.81,0.74,79.25554,27.47687,0.396262,0.387928,1751.6
Onion,Satkhira,1036,3335,2017,32.49,10.45,0.83,0.79,78.78003,27.1863,0.406178,0.401342,2434.7
Onion,Satkhira,1015,3313,2018,32.57,6.27,0.8,0.75,77.41933,26.68124,0.397674,0.390676,1825.6
Onion,Satkhira,1004,3239,2019,33.63,8.67,0.81,0.76,78.67469,26.75406,0.402234,0.392213,1632.1
Onion,Satkhira,954,3079,2020,32.58,7.45,0.85,0.83,79.46527,26.2826,0.401754,0.401394,1723.7
Onion,Satkhira,973.42,3629.56,2021,35.15,6.7,0.81,0.72,78.31468,26.83549,0.399459,0.388721,2184.7
Onion,Satkhira,986,4034,2022,34.54,5.06,0.79,0.74,77.76783,26.69328,0.385627,0.385621,1654.5
Onion,Satkhira,978,4025.5,2023,32.72,5.94,0.79,0.73,77.70844,27.13001,0.39508,0.392133,2071.1
Onion,Satkhira,1034.33,3508.05,2024,32.35,7.3,0.81,0.76,79.28565,26.65833,0.421448,0.416675,1915.3
Onion,Jamalpur,4008,10871,2014,34.46,4.91,0.63,0.62,77.3197,26.24885,0.279181,0.272304,1677
Onion,Jamalpur,4008,10871,2015,28.77,5.43,0.65,0.64,80.40263,25.88268,0.301882,0.298726,2489.8
Onion,Jamalpur,3900,10721,2016,32.31,6.82,0.69,0.68,80.18618,26.30817,0.306241,0.301515,2092.8
Onion,Jamalpur,3886,10667,2017,28.44,10.63,0.79,0.78,81.76113,25.77069,0.335783,0.330699,3117.7
Onion,Jamalpur,3742,10891,2018,27.98,7.05,0.74,0.73,79.55438,25.49427,0.319142,0.311044,1753.3
Onion,Jamalpur,3791,11101,2019,31.7,9,0.72,0.71,79.50301,25.79787,0.314745,0.31376,2140.4
Onion,Jamalpur,3651,10600,2020,29.83,9.37,0.79,0.78,81.25143,25.29056,0.31676,0.312973,2924.3
Onion,Jamalpur,3740,10854,2021,32.54,6.59,0.73,0.71,78.93183,25.6894,0.302586,0.292426,1782.6
Onion,Jamalpur,4895,11362,2022,30.63,6.71,0.72,0.72,79.96785,25.6545,0.306845,0.305074,2313.2
Onion,Jamalpur,3248,8103,2023,31.18,7,0.7,0.69,77.42583,26.20699,0.290719,0.283483,2008.8
Onion,Jamalpur,3785,13045,2024,30.92,7.3,0.81,0.76,78.63759,25.79924,0.318448,0.315725,1867.3
Onion,Mymensingh,1741,3780,2014,33.77,5.36,0.63,0.62,77.60319,26.22114,0.280619,0.277911,2040.7
Onion,Mymensingh,1646,4358,2015,28.4,6.36,0.68,0.67,80.0263,25.83621,0.302973,0.304038,2908.2
Onion,Mymensingh,1508,4012,2016,31.05,8.29,0.74,0.73,80.18898,26.26489,0.313737,0.31128,2803.1
Onion,Mymensingh,1517,3963,2017,27.92,14.35,0.83,0.81,81.45005,25.7502,0.344544,0.339403,3489.9
Onion,Mymensingh,1437,3830,2018,28.46,8.78,0.77,0.77,79.04659,25.55899,0.319762,0.314225,1844.8
Onion,Mymensingh,1419,3765,2019,31.24,10.15,0.75,0.74,79.078,25.84257,0.316015,0.313048,2226
